id,price,moonRank,rank,💎 score,background,skin,hair,mouth,eyes,eyebrows,clothes,headAccessory,faceAccessory,glasses,rarityURL,solanartURL
5430,2,6378,5496,6569,Green,White,Ponytail Black,Pink,Purple,Thin,Turtleneck,,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/5430,https://solanart.io/search/?token=7CjGCv2PcSjpC4rj3xfJFmMN5GyCbzZFFnQ9FMmyKTzP
5432,1.15,6750,8055,6856,Blue,Black,Ponytail Black,Black,Teal,Scar,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5432,https://solanart.io/search/?token=BQgKmgpCRRC1c47kcnese9BMhky6PdKvmykAWRTkan39
5433,0.5,2545,4404,2586,Pastel,White,Bob Brown,Pink Fangs,Blue,Scar,Tank Top,,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/5433,https://solanart.io/search/?token=HDPYb17mFvxK4daZTdwpH8mnp8BRBfUbp7JSPWw5nmfL
5434,2.1,7691,8420,7892,Green,White,Ponytail Brown,Pink,Teal,Thin,Tshirt,Helix Hat,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5434,https://solanart.io/search/?token=jWf8q7MAAnHj8DYdVbRcC6FqJuup9apQbysUsdh5mba
5441,0.6,8500,9024,8551,Green,Black,Ponytail Brown,Black,Teal,Thin,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5441,https://solanart.io/search/?token=6VYUN2SMr83Yd1unep93R13tbA43UBVq1VAbUfThM4Xw
5443,0.49,2604,2097,2644,Teal,Black,Bob Black,Pink,Black,Thin,Turtleneck,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/5443,https://solanart.io/search/?token=52funTdv8XfedX8gPn9s2NYKgHWKR7zaCbEhok3uz7uv
5449,8.9,7374,6756,8255,Blue,White,Ponytail Brown,Pink,White,Scar,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/5449,https://solanart.io/search/?token=8ZsMXRJuLbANp2Xs3uR94ru2UvRH3KmGShBjUFCTbzBS
5456,3,3453,1994,3744,Beige,White,Ponytail Black,Pink,Blue,Small,Hoodie,,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/5456,https://solanart.io/search/?token=3orfT4bjXLih6U73Av9cZcSEr6hPu5t1QX76YE58kU8c
5467,3,736,1170,1027,Grey,White,Ponytail Teal,Pink,Teal,Arched,Tshirt,Top Hat,Bandaids,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/5467,https://solanart.io/search/?token=DHCzEY83a9MxE5A1C1xJHHdx5by1tCF9ARteC5SfEb85
5470,2.1,6753,8615,6954,Blue,White,Ponytail Black,Black,Purple,Small,Tank Top,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5470,https://solanart.io/search/?token=5LdDrVz5RfJ6oBHr6X2zYXjZEngjL4y6zjVJ7ig2xZ24
5475,29,44,34,2935,Purple Flat,White,Bob Brown,Black,Black,Thin,Tshirt,Halo,,Glasses Regular,https://gloom-rarity-page.vercel.app/punk/5475,https://solanart.io/search/?token=3sLRYmD8XRA2J8hMqrzPT9eAasbQPtgECn59EAQ2YT96
5492,8888,2134,1768,890925,Solana2,White,Ponytail Black,Pink,Blue,Small,Turtleneck,Scribbles,Bandaids,,https://gloom-rarity-page.vercel.app/punk/5492,https://solanart.io/search/?token=2UNnYjGobnYKWXHWLfybt8rF1qhcaU6sqXKmHQbYhKvr
5495,5,6460,8298,6951,Grey,Black,Bob Brown,Pink Fangs,Purple,Scar,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5495,https://solanart.io/search/?token=eXAGiQ7tdv26QY3CapxsjbgthiwGvRkG34jJ1BehTGm
5497,3,6997,7286,7288,Solana2,Black,Ponytail Black,Gold,Teal,Arched,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/5497,https://solanart.io/search/?token=3L7raAn1R2xpx8KR4f5r5yC1oYNjnvy6zhBzEcfkHdMy
5508,60,904,2175,6895,Blue,White,Ponytail Teal,Gold,Teal,Small,Bandages,Top Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/5508,https://solanart.io/search/?token=J6sPeoEgcNLmnecFaQzKxLoyp4uRj5wsLxbhJ2GUPzbz
5509,0.09,9351,9469,9351,Green,White,Ponytail Brown,Pink Fangs,Teal,Small,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5509,https://solanart.io/search/?token=2foTMkcvrjVAqeFSH6C657WBYwVQYYjbwB1KAfgy7TJY
5515,0.135,7313,5845,7317.5,Grey,White,Ponytail Pink,Pink,Teal,Small,Tshirt,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5515,https://solanart.io/search/?token=4WCmQM8UJTd51pzwLHvBpT9cQAvy8hXj6P22gi1pBGf1
5518,2.5,1352,691,1593,Beige,White,Bob Brown,Pink,Black,Arched,Tshirt,Helix Hat,Piercing,,https://gloom-rarity-page.vercel.app/punk/5518,https://solanart.io/search/?token=FseW22uuNWocsivFVG6N9ZjetQ8scSG2kKbqFGaBP31V
5519,1.5,6260,5835,6401,Pastel,White,Bob Black,Pink,Teal,Small,Bandages,Horns,,,https://gloom-rarity-page.vercel.app/punk/5519,https://solanart.io/search/?token=3yDtcm1qnKkWE6VAMPmfKPdLwvVqXHZngvuda9UJBauy
5532,1,2379,1950,2470,Green,Gold,Bob Black,Black Fangs,Teal,Thin,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/5532,https://solanart.io/search/?token=5c3j1Dn9FGho66zp8YPRVhDnmjwsRhqWu94ANgmr5Rvu
5534,2.5,4178,5074,4419,Solana2,White,Ponytail Black,Pink,Purple,Worry,Turtleneck,,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/5534,https://solanart.io/search/?token=AbhEM3cKrht3tdUYmYRbxksWJ84yBiDz3TbU1NRCwqXt
5536,0.119,6783,7277,6785.9,Green,White,Ponytail Black,Pink,Teal,Thin,Tshirt,Mushrooms,Facemask,,https://gloom-rarity-page.vercel.app/punk/5536,https://solanart.io/search/?token=4wbcfB4ydCBA6bpsMJQHmKepaMkJbzLpioS8LkFNVjqy
5540,10,3242,1925,4233,Grey,White,Ponytail Brown,Pink,White,Thin,Tank Top,,Gasmask Pink,,https://gloom-rarity-page.vercel.app/punk/5540,https://solanart.io/search/?token=GehwRhW9H1S8ewHemKrvgvLJCuzgp9khRuBdBDq79fpz
5542,7.9,3608,5409,4389,Yellow,White,Bob Brown,Pink,Blue,Small,Bandages,Top Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/5542,https://solanart.io/search/?token=52yUcTJjX7Ud5xAPyNbXU3QUaQdoQvYU35rEnZM2X7SF
5544,0.35,4757,7171,4783,Green,Cyborg,Bob Brown,Black,Blue,Scar,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5544,https://solanart.io/search/?token=6fK7uHMUobdeX9H3Bb3grpz4AvQhr7CEzthUoUuFSNt4
5557,1,1909,5529,2000,Grey,White,Bob Black,Pink Fangs,Teal,Small,Turtleneck,Top Hat,Facemask,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5557,https://solanart.io/search/?token=9Fb7d7TLCVtwcZcNGLyJr3Ur3Gq34Wv2em6WRXKiQJVr
5559,55,7751,8863,13242,Grey,White,Ponytail Brown,Black,Blue,Arched,Turtleneck,,Facemask,,https://gloom-rarity-page.vercel.app/punk/5559,https://solanart.io/search/?token=858oN9zdY2hFF4G9FWTi69HULX2KM5rnC67xCPRSkgAJ
5560,1,4819,7267,4910,Teal,Black,Ponytail Black,Black,Purple,Small,Tank Top,,Facemask,,https://gloom-rarity-page.vercel.app/punk/5560,https://solanart.io/search/?token=3q65pYmZWbrXGaKEspbxBa1ZjW72fUdCQX6a9uyYxwfb
5561,0.5,3714,2888,3755,Purple,Black,Bob Brown,Black,Teal,Arched,Tank Top,Clouds,,,https://gloom-rarity-page.vercel.app/punk/5561,https://solanart.io/search/?token=ALWPNZ6GNiSL7sKStJg18CHNq1Y47zeKfjyGQdR7taX5
5570,0.189,1806,2096,1815.9,Teal,White,Ponytail Pink,Black Fangs,Blue,Worry,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5570,https://solanart.io/search/?token=4MCXPSuj19diwDe35bWMHcQkdZdz7V9ZtmHjoXYxmzsw
5583,0.5,8082,8208,8123,Green,Black,Ponytail Black,Pink,Teal,Arched,Turtleneck,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/5583,https://solanart.io/search/?token=FXFSE5xgDkYGRmjKVFH2K9qPZn6hNfbPa9F5sVAZEpWX
5589,1,6394,6581,6485,Pastel,Black,Bob Brown,Pink,Blue,Arched,Turtleneck,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/5589,https://solanart.io/search/?token=erS717G4VftivUtqhPSSbDoG9h4RkpWc19Zog4SvZTU
5595,10,1866,1158,2857,Pastel,Black,Ponytail Black,Pink,Blue,Thin,Naked,,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/5595,https://solanart.io/search/?token=5ceLU4EgA8LpbwrJYuu1sMR6AsWJUm9LiSb8Aj7ZCzhQ
5608,0.27,4294,3865,4312,Purple Flat,White,Bob Black,Pink,Teal,Thin,Tshirt,Horns,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5608,https://solanart.io/search/?token=do7zkGZBDim4jVdjbknJHvFr6e2G2ibrZ37QX8Xkh6y
5616,1.15,6737,4381,6843,Grey,Black,Bob Brown,Pink,Blue,Arched,Tshirt,Clouds,,,https://gloom-rarity-page.vercel.app/punk/5616,https://solanart.io/search/?token=FCEimjTJx2oMzMFBtxDuKb3MCsUk8guZzNn4YJzDTDjt
5618,0.2,2551,1858,2562,Pastel,White,Bob Brown,Pink,Blue,Arched,Tshirt,Mushrooms,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/5618,https://solanart.io/search/?token=BJ81PUMNS1aicN1DGrQTV8hf8wjp3E4YXPLy4vWmmAzE
5625,1.4,7560,7930,7691,Blue,Black,Ponytail Black,Pink,Blue,Arched,Turtleneck,Horns,,,https://gloom-rarity-page.vercel.app/punk/5625,https://solanart.io/search/?token=A2s8q4n3LrLMBELptZE5caqeBxtukjUaBg31umfvDKW9
5632,3.49,8894,8787,9234,Beige,White,Bob Black,Gold,Teal,Small,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/5632,https://solanart.io/search/?token=HipgThpmb2DQA4BT8M3aUM5gxZKbJn8ZEMQuZRZhFuJK
5635,0.6,4291,3693,4342,Yellow,White,Bob Black,Pink,Teal,Arched,Tshirt,Top Hat,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/5635,https://solanart.io/search/?token=6QCWSjvc7dEsMWZTH6G2T2jc4x3KqMtcEqc9eMXGHKh5
5645,0.44,9309,9088,9344,Yellow,Black,Bob Black,Pink,Purple,Thin,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/5645,https://solanart.io/search/?token=EEVs2KPex9D3UtNKLmnDkS1V289gZX66fRkx1mtrKAhf
5653,4,9068,9150,9459,Green,White,Bob Brown,Black,Teal,Thin,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/5653,https://solanart.io/search/?token=8kZFqhyntHtTemEFWrvPMviipgA4sR2d8JVFNmzUy9r7
5665,2.2,5804,6609,6015,Green,White,Ponytail Black,Gold,Teal,Scar,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5665,https://solanart.io/search/?token=4MBF5akRucGU1FWfT8S4gi2JSs8C545jHqWXM47oybV3
5666,6,5559,5892,6150,Solana1,Cyborg,Ponytail White,Pink,Teal,Worry,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5666,https://solanart.io/search/?token=4Fz4Q4UEHRLJWPomNb3U4FRPSZ9kfazumGFMExZQdmDw
5668,1.2,7253,2824,7364,Yellow Flat,White,Bald,Pink,Teal,Arched,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/5668,https://solanart.io/search/?token=44uTfe5aQh8YfxWQWZ7UuSrooEmxEReZRkEBqyr31RyJ
5675,1,673,824,764,Green,White,Ponytail Pink,Gold,Teal,Thin,Turtleneck,Helix Hat,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/5675,https://solanart.io/search/?token=94rzDBkBssWTLRsccbuwMfVicJyXCk11gteQTMdKtC3A
5687,0.5,2981,2983,3022,Pastel,White,Ponytail Teal,Gold,Teal,Small,Turtleneck,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5687,https://solanart.io/search/?token=8XbVkEG5uoQdZSmzHPhyJJfse6tACdNUmAVgif7bFiAs
5689,0.3,827,405,848,Yellow Flat,Black,Ponytail Pink,Pink,Teal,Small,Bandages,,Piercing,,https://gloom-rarity-page.vercel.app/punk/5689,https://solanart.io/search/?token=6ScKvAVPQrYhNfHMF72YNdsCzMSySzH35ShdkeE6ncR3
5691,18.9,4667,4533,6548,Beige,Blue,Bob Brown,Pink,Purple,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/5691,https://solanart.io/search/?token=53HnJMSp1L1gB44bX8TFxR12FL8deffdhBuCehyXpDr2
5711,0.5,8510,7014,8551,Purple Flat,White,Ponytail Brown,Black,Blue,Small,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5711,https://solanart.io/search/?token=BzLRJdz8XUqWqwTgstEEp2GowkJBJUYgXbDwG24hiQYj
5712,1,4347,5793,4438,Blue,White,Bob Brown,Pink,Blue,Worry,Tshirt,Mushrooms,Facemask,,https://gloom-rarity-page.vercel.app/punk/5712,https://solanart.io/search/?token=GYcYzxSY8iaJnkkM8qAqxA6mE6qQ7X2L5dZSrGB5z4iP
5736,15,2479,2757,3970,Beige,Cyborg,Bob Brown,Black,Black,Arched,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/5736,https://solanart.io/search/?token=HxXqF4MG2EriYApD7nNEJANW6LVN5pWhqSThA19JoFXe
5744,1.278,8199,8715,8317.8,Green,White,Bob Black,Pink Fangs,Blue,Thin,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/5744,https://solanart.io/search/?token=9VXwu2kfxSKMQBPa1S1P642fhNroqziLJHTikUm5YUyC
5745,1,9154,9499,9245,Beige,Black,Ponytail Brown,Black,Blue,Arched,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5745,https://solanart.io/search/?token=DqPqpgyDaAuukZqWqk96prZqjmXDEftTq8awQffW32W4
5747,2.4,2570,1459,2801,Beige,White,Bob Teal,Pink Fangs,Teal,Thin,Tank Top,Scribbles,,,https://gloom-rarity-page.vercel.app/punk/5747,https://solanart.io/search/?token=2WcUE34tCQDMXhouemsDXnMh1RP7UEkzFpZHjii72j3c
5759,10,6138,1390,7129,Green,White,Ponytail Brown,Pink,Blue,Arched,Tank Top,Halo,,,https://gloom-rarity-page.vercel.app/punk/5759,https://solanart.io/search/?token=GB6HfurWND9fqL8KjzB9XbyTvMiWcGJ2AAe5QmiBVLsP
5762,0.9,2393,4337,2474,Grey,Cyborg,Bob Brown,Black Fangs,Blue,Arched,Tank Top,Horns,,,https://gloom-rarity-page.vercel.app/punk/5762,https://solanart.io/search/?token=J1CjcFJSv3ZZN16rtVZ7wJgc76UjNKjuPzFr899A9kXW
5763,50,3087,1492,8078,Green,Blue,Ponytail Brown,Pink,Teal,Scar,Naked,,,,https://gloom-rarity-page.vercel.app/punk/5763,https://solanart.io/search/?token=3RsxoFYtWncj8dxus1LYoavKQjAJR9XAPsr2aEnnn3DY
5772,4.5,1310,1321,1751,Green,White,Ponytail White,Gold,Teal,Scar,Turtleneck,,Gasmask Pink,,https://gloom-rarity-page.vercel.app/punk/5772,https://solanart.io/search/?token=ATEHtgon68H2hvGxpBskk7g8WKxKvXWQVJCbnxDyAPs7
5775,1.5,4587,4825,4728,Grey,Black,Ponytail White,Pink Fangs,Teal,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/5775,https://solanart.io/search/?token=4Sbo8icomPqDqwEmEnWALEUhfcwDQZKdrstpbtCnqPZ2
5778,1.5,6078,6363,6219,Green,White,Bob White,Black,Teal,Arched,Tank Top,Horns,,,https://gloom-rarity-page.vercel.app/punk/5778,https://solanart.io/search/?token=ELJjNW5YAZBnaostM7fQA7YEMAoHj9Pp1mnoZufif3nA
5780,2,3750,5420,3941,Solana1,Cyborg,Ponytail White,Pink,Blue,Thin,Turtleneck,,Facemask,,https://gloom-rarity-page.vercel.app/punk/5780,https://solanart.io/search/?token=962agViJdKtXVHrywdC7Q5M2cHNYPxgX8oWqRc2aJS3F
5789,1.5,3763,6106,3904,Grey,Black,Ponytail White,Black,Teal,Thin,Tshirt,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/5789,https://solanart.io/search/?token=A49GxFrYTUoUizottFmqr9nJYMjuWVt3VFQG5TGZb2dT
5793,0.33,6150,7245,6174,Teal,White,Bob Brown,Pink Fangs,Blue,Small,Turtleneck,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5793,https://solanart.io/search/?token=26K7NFbK4EdK3fZB8a9TGJd1zNL4gonkKHExAs9Ect3x
5794,0.5,2539,4116,2580,Green,Cyborg,Ponytail Black,Black,Purple,Small,Turtleneck,,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/5794,https://solanart.io/search/?token=8DmDCm9Z6YzRpejq8U3wD9j8VrY9o5Jt4vVd74sGqWyY
5796,1.8,4398,2644,4569,Green,White,Bob Black,Pink,Blue,Small,Tshirt,Helix Hat,,Glasses Regular,https://gloom-rarity-page.vercel.app/punk/5796,https://solanart.io/search/?token=GjwUwa9i4p9WnqzU9ucS53PgExXChhYGRbc5Fj7R79m9
5798,0.5,7188,6740,7229,Yellow,Blue,Ponytail Black,Pink,Blue,Small,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5798,https://solanart.io/search/?token=SuuNovRUzww7eb2LAeHLnVg8NTKwMT7deR3mnBkzpjj
5801,5,4683,839,5174,Teal,White,Bob Brown,Pink,Blue,Small,Tank Top,Bird,,,https://gloom-rarity-page.vercel.app/punk/5801,https://solanart.io/search/?token=EUsxJ5YUqJuVA9FBDLz1cyNS5tZ2o1YjyyQLrBCCcTo8
5818,25,2568,3219,5059,Blue,Blue,Ponytail White,Black,Blue,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/5818,https://solanart.io/search/?token=6Pi5me3JB6ZUiUkjFEhbZPEhkciM8oKt599KvXxMisrB
5827,0.39,5264,6983,5294,Pastel,White,Ponytail Brown,Pink Fangs,Blue,Small,Tank Top,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5827,https://solanart.io/search/?token=FitFyrttVTLfDyaUhEfC5yhr6SmSkwo5Gt2AeZofZ6yu
5828,15,8055,8485,9546,Teal,Black,Ponytail Black,Pink Fangs,Teal,Small,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/5828,https://solanart.io/search/?token=5XvCEvuh2fTFBEYCLbjUbknwUNDQfUEEpAUZthVK7tat
5850,0.5,5975,3913,6016,Blue,White,Bald,Pink,Teal,Small,Tank Top,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/5850,https://solanart.io/search/?token=4SZFUxjcnvHHKk8f6yJ8oqz6mgYo5Ng1CcgeBxzdKBRo
5853,2.8,7787,7517,8058,Solana2,Black,Ponytail Black,Gold,Teal,Thin,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/5853,https://solanart.io/search/?token=L2EPvH3VFq65TCbvhJocK2vGXZ8JFkbbxaYtyH7HHiy
5860,5,5037,3494,5528,Yellow Flat,White,Bob Black,Black Fangs,Blue,Scar,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/5860,https://solanart.io/search/?token=US9JARNqLF2XQDN6iUKMoCkxzNHQmhrr3dn8nwjDVYM
5861,0.43,9308,9300,9342,Grey,White,Ponytail Brown,Pink,Teal,Thin,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5861,https://solanart.io/search/?token=8kM2njNYL6JER8vudDm7JTDHRvcAnxGRmFCqwsrCq5UA
5866,2.99,5223,6950,5513,Blue,Black,Ponytail Black,Pink Fangs,Blue,Thin,Turtleneck,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/5866,https://solanart.io/search/?token=7XPXvkoqZb4sduPFDRCfGbWC1LoQ3Ayfrsb1UdEBu9Ft
5888,8,7458,8407,8249,Blue,Cyborg,Bob Black,Pink,Teal,Small,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5888,https://solanart.io/search/?token=AzUGqgXeTX3tsViYBsetdJvUP6vMPeveBSRrad36LSR
5889,12,3712,715,4903,Pastel,White,Ponytail White,Pink,Teal,Arched,Turtleneck,Halo,,,https://gloom-rarity-page.vercel.app/punk/5889,https://solanart.io/search/?token=84uZukfJmY1oinF7QLZQ3svJ7wLxD8CDUXQ2KcL62zHS
5890,7.5,1890,3985,2631,Purple,Blue,Ponytail Brown,Black,Teal,Arched,Tshirt,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/5890,https://solanart.io/search/?token=EkBWfFyUfWtoXukJCZopBijtusEKFUkakBjRuzA2ZsyU
5906,1,1021,1440,1112,Grey,Blue,Ponytail Black,Black,Blue,Scar,Turtleneck,,Gasmask Pink,,https://gloom-rarity-page.vercel.app/punk/5906,https://solanart.io/search/?token=EYauTJ6X3tFqgUn1NJpjNJMygsWm7eHshkKNoD2pwFfq
5908,1.4,6584,4094,6715,Blue,Black,Bob Brown,Pink,Blue,Arched,Tshirt,Scribbles,,,https://gloom-rarity-page.vercel.app/punk/5908,https://solanart.io/search/?token=ECDU1FcfKV3dELXpK8xNYLXGWp5zuvT6f1EyyS243fGx
5911,7,8768,8660,9459,Yellow,White,Ponytail Black,Pink Fangs,Teal,Thin,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5911,https://solanart.io/search/?token=8CyufdbYX9ATcFPKpmx7aGBPvpTeM4yqg8Rv2ihXasET
5917,0.99,4584,4255,4674,Blue,White,Ponytail Teal,Pink,Purple,Small,Tank Top,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/5917,https://solanart.io/search/?token=41LiKJTyGZ5fML7Mx17SZ9RpdWnu7gKg7KNXRmjGSC4Z
5918,2.99,8547,8892,8837,Blue,Black,Bob Brown,Pink,Purple,Small,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/5918,https://solanart.io/search/?token=Fu2tTyYVAmQXAo8iFhAyurWFGpg3m17YpiK4oMKmEfMX
5920,0.5,8564,9253,8605,Grey,Black,Bob Brown,Pink Fangs,Blue,Small,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/5920,https://solanart.io/search/?token=BcEH4NcxJ7Wprx7CkwQWiB17QHRBdReewVvfnErQHjUX
5923,1,9431,9527,9522,Blue,Black,Ponytail Brown,Pink,Purple,Thin,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/5923,https://solanart.io/search/?token=CBr2UowHWqLtrpmXDwKSn8CsBcPcUhV24dJNp9ckzncA
5930,59,9397,9536,15288,Green,Black,Bob Brown,Black,Blue,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/5930,https://solanart.io/search/?token=8j41CTTupZ8tJ4BxgZGJRXh4TYXpvyxwi2G1i6yRGkdZ
5934,12,1235,909,2426,Purple,Blue,Ponytail Teal,Pink,Teal,Thin,Tank Top,Butterflies,,,https://gloom-rarity-page.vercel.app/punk/5934,https://solanart.io/search/?token=3E6HW1uYMomahsRgkdDE2E5xJ6d2W79q85SVDZ8cE87c
5951,5,3042,1998,3533,Yellow,White,Ponytail Brown,Pink,Teal,Small,Tshirt,,Facemask,Glasses Regular,https://gloom-rarity-page.vercel.app/punk/5951,https://solanart.io/search/?token=2d5orVuBBjwwpvtDhihQwju9jwFRYPLwoHtwd8HGBET5
5958,0.5,7900,6107,7941,Yellow Flat,Black,Ponytail Brown,Black,Teal,Small,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/5958,https://solanart.io/search/?token=Fmj7rd83A9Yq4axrBitsGEWGut7ChuZz91yVhxja2ZKx
5959,2.8,218,229,489,Yellow,White,Ponytail Black,Gold Fangs,Purple,Scar,Turtleneck,Horns,Facemask,,https://gloom-rarity-page.vercel.app/punk/5959,https://solanart.io/search/?token=5DJLY21pbCyHXN2BQWBZyZchzfwpJgBcujx2q4FMaVxg
5961,3,8477,9042,8768,Beige,Black,Ponytail Brown,Black,Teal,Scar,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5961,https://solanart.io/search/?token=GcGqeHc2XqPBN1gkTcVJ2BcybQ6QYP2DPvBAZxX6NUtA
5962,2,854,1923,1045,Blue,Cyborg,Bald,Gold,Blue,Worry,Turtleneck,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5962,https://solanart.io/search/?token=HaTRGU8tjPSdkR6yogUEnpXYJ893aHACgcQqBrHFHjAP
5963,7.8,2795,1866,3566,Green,White,Bob Black,Black,White,Thin,Tshirt,,Piercing,,https://gloom-rarity-page.vercel.app/punk/5963,https://solanart.io/search/?token=TwwwBrXNwGaXvkV9zShrPEaUqjYQy5VvVL8Nq3dHMtY
5965,3,8708,9135,8999,Beige,White,Bob Black,Black,Teal,Thin,Tshirt,,Facemask,,https://gloom-rarity-page.vercel.app/punk/5965,https://solanart.io/search/?token=3WP99hNxQcxFgk86Qctbv3kvpo9DTrqbT4EUCeC3t9ur
5971,3.99,4655,6554,5045,Solana2,Cyborg,Ponytail Brown,Black,Purple,Arched,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5971,https://solanart.io/search/?token=3Ep9eq987UpYPSCWwDz9CHDqZnLhxRpGHjDmbei41ma4
5979,4,2280,3979,2671,Solana1,White,Bob White,Pink,Blue,Small,Turtleneck,,Bandaids,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5979,https://solanart.io/search/?token=Bt5eaVEwsfEBTNhymuZohK974gKoC3vaMKjD6zbEjxGv
5983,4.3,3230,3337,3651,Pastel,White,Ponytail Teal,Black,Teal,Arched,Bandages,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5983,https://solanart.io/search/?token=DeER7oH92pxZuvMvhXJtd4i9KZoBh61PnZebHRbVoija
5986,5.2,5834,4946,6345,Purple Flat,White,Bob Black,Pink,Blue,Worry,Tank Top,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5986,https://solanart.io/search/?token=E6w9KNfAXCDZk3Pp9KUKddcYttGVN1QzNs9WJEZH29RT
5992,0.39,5592,7760,5622,Beige,Black,Ponytail Brown,Pink,Blue,Arched,Turtleneck,Top Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/5992,https://solanart.io/search/?token=HwtXZAytJvpC5JzDShszybHsDdrjtYM8jrXv5x6xjhRa
5995,7,8927,6226,9618,Grey,Black,Bald,Pink,Teal,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/5995,https://solanart.io/search/?token=EH2imKr3We3uNeQqZwkMg8pWyXgsGQ5xHEMBak2rkQoG
5997,10,7069,6577,8060,Teal,White,Bob White,Pink,Purple,Small,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5997,https://solanart.io/search/?token=6sGzx478Wr7rWRMZa4SVbjFgHEXiKGWpfpfnubvfckCm
6003,0.2,1205,1895,1216,Purple,White,Bob Pink,Gold,Purple,Scar,Tshirt,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/6003,https://solanart.io/search/?token=7zzg32aR2oZ2U8ctdWXVdgFvzhRzc4feVYQmgevgwG9w
