id,price,moonRank,rank,💎 score,background,skin,hair,mouth,eyes,eyebrows,clothes,headAccessory,faceAccessory,glasses,rarityURL,meURL
5345,8,1522,2017,2313.5,Teal,White,Bob Black,Black,Black,Small,Tshirt,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/5345,https://magiceden.io/item-details/9pDSp9iGDXzGtSk1ogsHaCDGgcbkBfT5ivrKddYJHAgu
5384,0.09,8420,8405,8420.5,Green,Black,Ponytail Brown,Pink,Blue,Thin,Tshirt,Horns,,,https://gloom-rarity-page.vercel.app/punk/5384,https://magiceden.io/item-details/EcLkH2frHhn2uayZC3CR6weFtVMsUHkHuf2DxUtapYt9
5391,1.5,8828,8504,8969.5,Green,White,Ponytail Brown,Pink,Teal,Small,Tank Top,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/5391,https://magiceden.io/item-details/2fGk5LimXaLDg8FZDCW6DkU29Q3hxPsE1xtzJj2jqBu3
5410,3,4183,3911,4474.5,Grey,Cyborg,Ponytail Brown,Pink,Purple,Thin,Turtleneck,Butterflies,,,https://gloom-rarity-page.vercel.app/punk/5410,https://magiceden.io/item-details/95q2VbiWGZWbQRhvJzoLLyhdnK7aSsLU3RyTzysSJuNj
5479,0.3,5274,5818,5295.5,Yellow,White,Ponytail White,Pink Fangs,Blue,Small,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5479,https://magiceden.io/item-details/92FfTVpd4dzqkJ6kDGnpVEnrK668rS4gf4uRT7XHqhpm
5546,0.55,3448,3134,3494.5,Blue,Black,Ponytail Pink,Pink,White,Arched,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5546,https://magiceden.io/item-details/9Q6FNm67Q8wgCWaNZtDFnJTKTtuqFBcLkYJz2LWRSX1J
5551,2,7882,7867,8073.5,Solana2,White,Ponytail Black,Pink,Purple,Small,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5551,https://magiceden.io/item-details/C1gdFrHSMPUfKKXmN1HVTozD757vueWm3bR3B15H7Avs
5606,88,1512,319,10303.5,Blue,White,Bob Brown,Pink,Purple,Small,Tshirt,Bird,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/5606,https://magiceden.io/item-details/CSmsd8YSciWMMJEtKxaHWKkBtLw7vdczXjynydcjvAta
5626,2,8017,8842,8208.5,Green,Black,Bob Brown,Pink,Purple,Arched,Tank Top,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5626,https://magiceden.io/item-details/3QzWTU6N9him4B4LkcdzpnioeDSysTxcdJyLtbZ94v21
5699,0.1699,4896,6620,4904.49,Green,Black,Ponytail Black,Pink,Teal,Small,Tank Top,Mushrooms,Facemask,,https://gloom-rarity-page.vercel.app/punk/5699,https://magiceden.io/item-details/CNVNbQTLQJ333bCUxCDmzVaPTxC5BorTrE1U9tnzRvBn
5714,3.8,4720,3828,5091.5,Beige,Blue,Ponytail Pink,Pink,Blue,Scar,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/5714,https://magiceden.io/item-details/4WLne85SDHEkqkYXMBb2zQziW7GDvLcUpbp8VvnecuHF
5737,0.15,9183,9279,9189.5,Grey,Black,Bob Black,Pink,Teal,Arched,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5737,https://magiceden.io/item-details/CexAPnN8JAX2JTuRvkomBsbQkYJJnT9qqPHXLEPxGCdA
5738,7,2353,5750,3044.5,Beige,White,Ponytail Brown,Pink Fangs,Teal,Small,Tshirt,Helix Hat,Facemask,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5738,https://magiceden.io/item-details/BJjcw6XdvZVhDggmmvtRdSBd1uiTfsBh46eQmpDm6qBJ
5754,0.5,3669,3280,3710.5,Purple Flat,White,Ponytail Black,Black,White,Small,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/5754,https://magiceden.io/item-details/FYDoXYqJ6g2pvM5wo2NyXpMiivSBqiLQnf3zYZgmXSoD
5780,1.75,3750,5420,3916.5,Solana1,Cyborg,Ponytail White,Pink,Blue,Thin,Turtleneck,,Facemask,,https://gloom-rarity-page.vercel.app/punk/5780,https://magiceden.io/item-details/962agViJdKtXVHrywdC7Q5M2cHNYPxgX8oWqRc2aJS3F
5786,3,5815,4046,6106.5,Yellow,Cyborg,Bald,Pink,Teal,Small,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/5786,https://magiceden.io/item-details/FjLGLXXArBxyqNyzzK9rZ4g4NdHgJsDX9MqFGRyKpM1w
5788,0.8,712,1106,783.5,Grey,White,Ponytail White,Black,Teal,Arched,Bandages,Horns,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/5788,https://magiceden.io/item-details/8sd7tjhDMdSSqpXAFsGxXtAKf5rSRde4Mdf7vCvMy2iF
5810,0.19,5110,6105,5120.5,Yellow,Black,Bob White,Pink,Blue,Arched,Tank Top,,Facemask,,https://gloom-rarity-page.vercel.app/punk/5810,https://magiceden.io/item-details/DcZZsMaKGabGxLk78N4BqFbvEieKSVbcm89yr99YV2Cx
5830,3,4239,2512,4530.5,Purple,Black,Bob Black,Pink,Teal,Scar,Tshirt,Scribbles,,,https://gloom-rarity-page.vercel.app/punk/5830,https://magiceden.io/item-details/J2NV5KT4o1uDAjiL6WqfdDaRmLKVqBxszqXWBqjPQ2Fw
5831,1.2,8468,8375,8579.5,Solana2,White,Ponytail Brown,Pink,Blue,Arched,Tshirt,,Facemask,,https://gloom-rarity-page.vercel.app/punk/5831,https://magiceden.io/item-details/94yN3abErQRiBMyPczUyDZhFSJ72VdC9YDFNqNJV3Fhb
5833,0.3,7868,7132,7889.5,Teal,White,Ponytail Black,Pink,Teal,Arched,Tank Top,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/5833,https://magiceden.io/item-details/2WQ1TezBb2WT5fXFhbCMRvkCx86gzFM1ezqK8opLceTJ
5881,1,7936,7917,8027.5,Purple,Black,Ponytail Brown,Pink,Teal,Thin,Tank Top,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/5881,https://magiceden.io/item-details/CVjGapLJtsXiGHFQB64gthYjaTen3vS3aQBMFKq28bZw
5955,0.76,8952,8872,9019.5,Purple,Black,Ponytail Brown,Black,Blue,Thin,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/5955,https://magiceden.io/item-details/H4LsMjwgVLgqg4pBNGGwW9QEpdr6HiAcZ3i1awhCpLVu
5968,0.88888888,526,195,606.388888,Teal,White,Ponytail Pink,Gold Fangs,Blue,Scar,Tshirt,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/5968,https://magiceden.io/item-details/5FJNLMrUfLcFqtfyYH1QTTtDduCoztzQNjVBabTq6HEH
5993,0.35,2573,1460,2599.5,Yellow Flat,Black,Bob Brown,Pink Fangs,Teal,Small,Tshirt,Clouds,,,https://gloom-rarity-page.vercel.app/punk/5993,https://magiceden.io/item-details/DAixFSzcvbmTTkfusVBViHHZpY874ZQLNyUAfSMZBuX8
6004,12,1188,389,2379.5,Yellow,Blue,Ponytail Brown,Pink,Teal,Small,Bandages,Halo,,,https://gloom-rarity-page.vercel.app/punk/6004,https://magiceden.io/item-details/5r89bMBSPM2fDe9vmc2rKB1A2iWaid4Qf1hrcccLsAPH
6030,7,843,1689,1534.5,Pastel,White,Ponytail Black,Pink Fangs,Purple,Thin,Turtleneck,,Gasmask Gunmetal,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/6030,https://magiceden.io/item-details/8cWdyChB72jiD3mWGxZhGnUHpQ9rXHzzKXTH2MHJHDsq
6033,35,9023,9260,12514.5,Beige,Black,Ponytail Brown,Pink,Blue,Scar,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/6033,https://magiceden.io/item-details/6kvTzrzph8HGtn367pbGg14uhKJ1CBR9gGz6M1LkLxwz
6044,10,6579,5824,7570.5,Purple Flat,Black,Ponytail Black,Pink,Blue,Small,Tshirt,,Facemask,,https://gloom-rarity-page.vercel.app/punk/6044,https://magiceden.io/item-details/5x5cVNiSgdbmueFRh3wGvfUdDYcWuSbS8gVsgKkS2UbQ
6048,5,1419,2099,1910.5,Purple Flat,White,Bob Black,Black Fangs,Blue,Scar,Tank Top,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/6048,https://magiceden.io/item-details/CGvihKdM4jf415tcdpPng6MbosqpQ6xWRDuQSjxeyrAc
6066,0.3,6308,7812,6329.5,Blue,Black,Bob Brown,Pink,Purple,Worry,Turtleneck,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/6066,https://magiceden.io/item-details/Spo7FNX5KUEc1qPnHsKQ6DbfJmMYpRfoAn37VqjqtWS
6164,0.2,4520,5393,4531.5,Yellow,Black,Ponytail Brown,Black Fangs,Blue,Worry,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/6164,https://magiceden.io/item-details/5skToHDV58xDyB5k4QY3TJv4hhpXTZb6Yj7j7g3aYgcM
6178,0.35,2293,4653,2319.5,Yellow,Cyborg,Ponytail Brown,Gold,Purple,Small,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/6178,https://magiceden.io/item-details/2YxpRV5Jejja8Ry7HWfFZF8KxHLSrei61YfPEechPwFk
6187,11,8946,8739,10037.5,Pastel,White,Ponytail Brown,Pink Fangs,Blue,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/6187,https://magiceden.io/item-details/HYWGiWvc7iK7U7mn4AQM1VnmNnzfJRjoy7bCXidJ1XDL
6200,0.5,1857,1706,1898.5,Yellow Flat,White,Bob Brown,Black,Blue,Arched,Bandages,,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/6200,https://magiceden.io/item-details/Bq3Z72zTuetREPbi54wTg62L6XYwXJdP7xWSPgxQiaz4
6212,5.9,3217,5676,3798.5,Teal,White,Ponytail Black,Pink Fangs,Teal,Small,Tank Top,Helix Hat,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/6212,https://magiceden.io/item-details/H7Yp5W5aorzZAhJDs3SqoNvVRKspknvFPN8zJDRmYXVU
6244,10,9292,9039,10283.5,Solana2,White,Ponytail Brown,Black,Teal,Thin,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/6244,https://magiceden.io/item-details/4BSTWvVG11GQmKVTbUtKACZ6CYm8WB9NJUGCDbLjQ21v
6258,2,2497,5006,2688.5,Green,White,Bob Black,Black Fangs,Purple,Thin,Tank Top,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/6258,https://magiceden.io/item-details/FKqYcQLHr6jZA3H6s34SQxpwhBp7PYvzY8FqB8nYQMue
6261,10,8333,6171,9324.5,Solana2,White,Ponytail Black,Pink,Teal,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/6261,https://magiceden.io/item-details/9DZzJysdhmPJ9BMfjk952GFm9WiseMT61xWBuxfLmWfQ
6282,0.175,5029,5795,5038,Teal,Cyborg,Bob Black,Pink,Purple,Small,Tshirt,Horns,,,https://gloom-rarity-page.vercel.app/punk/6282,https://magiceden.io/item-details/AAF778bqBFZzUKjWqqvqJR7ufgEAcFhaRUmSRWusx2pD
6287,20,1589,2890,3580.5,Blue,Black,Bob Pink,Pink,Blue,Scar,Tshirt,Horns,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/6287,https://magiceden.io/item-details/FoXP3qfU52nYeNjumi5VfzbRHAWEQc8ZTTwztv54jMC9
6289,4.9,5740,7505,6221.5,Green,Cyborg,Ponytail Black,Pink,Teal,Scar,Tshirt,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/6289,https://magiceden.io/item-details/3M8hMPomqhLJWDLhfx5xWVPDJHuvq8zcWoBtJppFSAwJ
6296,1,7923,6026,8014.5,Pastel,White,Bob Pink,Black,Blue,Thin,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/6296,https://magiceden.io/item-details/FBkyx8ULnJNP2YEFFeCq9xSdaT1PcPshHx7wQNRbSbHo
6321,2,2729,2066,2920.5,Solana2,Black,Ponytail White,Black,Blue,Arched,Tshirt,Scribbles,,,https://gloom-rarity-page.vercel.app/punk/6321,https://magiceden.io/item-details/x5cKiNREAVtWVJNG4nsf78CuBTbUWQgivTSr5QqxDnt
6345,1.2,2371,2283,2482.5,Solana1,Cyborg,Bald,Pink,Purple,Small,Tshirt,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/6345,https://magiceden.io/item-details/Hny9oFRzUEy68pfdHEDMDyipPD1cW5pH2JE4nMoAAfSa
6353,0.9,2013,1536,2094.5,Solana1,Black,Ponytail Pink,Black,Teal,Arched,Turtleneck,Butterflies,,,https://gloom-rarity-page.vercel.app/punk/6353,https://magiceden.io/item-details/2wd7PzWFnxTpuHE7Vvn61UMwaosGmvw2qKMtSBEx98Dr
6354,1,7215,8777,7306.5,Blue,Black,Ponytail Brown,Black,Blue,Thin,Tshirt,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/6354,https://magiceden.io/item-details/7ftWJG349bGGmPsyrQ3vjUwzWWXZ9uWfySwYLR3Azw8L
6376,0.8,8474,8065,8545.5,Solana2,White,Bob Brown,Pink,Purple,Arched,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/6376,https://magiceden.io/item-details/9NpvETie3yQt9WN8MfoCYGLzs5ZoNDgbeh6GiGHSvmu
6396,0.22,7048,7734,7061.5,Teal,White,Bob Brown,Pink,Purple,Thin,Tank Top,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/6396,https://magiceden.io/item-details/B5f6BS8RVK31VTRRS7ZjsMLavj7QN8hFEyvnim64kBtr
6441,4,4107,7112,4498.5,Beige,Cyborg,Bob Black,Pink Fangs,Purple,Arched,Turtleneck,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/6441,https://magiceden.io/item-details/Hwqg1kpBiSf8eFpW2tvUoZRvX1mWbSw7Zidoc8Xh8cZD
6442,4.44,3680,3649,4115.5,Grey,White,Bob Teal,Pink Fangs,Purple,Thin,Tshirt,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/6442,https://magiceden.io/item-details/9B59RGwP8Qxks2522TgsBkYmaZpqLt3f2QSV4ufQXArv
6464,0.199,7738,8606,7749.4,Grey,White,Ponytail Black,Pink Fangs,Teal,Small,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/6464,https://magiceden.io/item-details/DV32jTXGjCemcZWook3S94DCdwpmsR92NWU9NMbjL3tb
6472,7.7,1274,2001,2035.5,Yellow Flat,White,Ponytail Brown,Gold,Teal,Arched,Tank Top,Mushrooms,Facemask,,https://gloom-rarity-page.vercel.app/punk/6472,https://magiceden.io/item-details/42RqurqoP1TyWgoc78fUZ5VhdWVuR5FpVJkAzsoUtHK4
6486,2.5,4859,7017,5100.5,Blue,Black,Ponytail Black,Gold,Teal,Small,Tank Top,,Facemask,,https://gloom-rarity-page.vercel.app/punk/6486,https://magiceden.io/item-details/CDkcskLT89FuzyU5U18oNviXrkbehvxDVYfQJPQEd5Xk
6561,33,6969,6775,10260.5,Solana2,White,Bob Brown,Pink,Purple,Thin,Tshirt,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/6561,https://magiceden.io/item-details/fejTEyDmMMhNMLgtR7JebNwgCSZaS38MBjEEiSJegcE
6563,1.4,6115,6085,6246.5,Yellow,Cyborg,Ponytail Brown,Pink,Teal,Thin,Tshirt,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/6563,https://magiceden.io/item-details/2dzH16tWKpcqhBzsDsmRyJsND2Mend9n6UUVjLpRMB8Y
6581,0.199,9096,9183,9107.4,Blue,Black,Bob Brown,Pink,Teal,Small,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/6581,https://magiceden.io/item-details/6XbTeUEF9UMGAfFr3kninZ9bYcupboG4NmG3N8PRpu5U
6587,1.79,7966,8053,8136.5,Yellow,Black,Ponytail Black,Pink,Teal,Small,Turtleneck,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/6587,https://magiceden.io/item-details/8XSrZBbcUHCxKthAoNekUeL1o9qk42H9N9jrvoeNDdbe
6605,0.2,7850,6497,7861.5,Pastel,White,Ponytail Brown,Pink,White,Arched,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/6605,https://magiceden.io/item-details/DocLZxNrKdkgWJqUskyyN1ENjz1zByB11Em9VTULvjTX
6617,2,2220,2875,2411.5,Grey,White,Bob Teal,Black,Blue,Arched,Tshirt,Top Hat,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/6617,https://magiceden.io/item-details/4MUmpGaXPALKntoMxAxg79ehVbEF5eSYYmtSnBKrnXnF
6626,0.0921,7933,8411,7933.71,Green,White,Ponytail Black,Black,Teal,Worry,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/6626,https://magiceden.io/item-details/434FEkrbT1a4h7F69H3Mbz6ThkNpByLrabapFt4sCT5J
6628,0.8,8995,8822,9066.5,Beige,White,Bob Brown,Gold,Blue,Thin,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/6628,https://magiceden.io/item-details/CSw4WGDc3deHL6PRcwnyp7g6k1jQhq8KJ2kbQRLeTqh7
6637,1.5,4911,4921,5052.5,Blue,Black,Bob Teal,Black,Teal,Small,Turtleneck,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/6637,https://magiceden.io/item-details/Df2jXKusMAkPv85fzzHoLWRqdxG7Au5sRW17SPNxWuQo
6638,2.1,2955,4963,3156.5,Green,Black,Bob White,Pink,Blue,Small,Tank Top,Mushrooms,Facemask,,https://gloom-rarity-page.vercel.app/punk/6638,https://magiceden.io/item-details/3u9Yj7HBNNajvfg2zdUp1yCdcJfC7ATuD8PKYiouRLn2
6643,0.5,4746,4280,4787.5,Yellow,Black,Ponytail White,Pink,Purple,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/6643,https://magiceden.io/item-details/3bB9YUKXpYp7fthadxqsi4ogWaLqK5bxA1paSXMTQ7wd
6648,9,2834,2623,3725.5,Purple,Cyborg,Ponytail Black,Black,Black,Arched,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/6648,https://magiceden.io/item-details/4XtBWoqeEHeWgqiSYrv9bYKraTPNdAwuXeQSXLaaZey6
6666,66.66,191,937,6848.5,Purple,Black,Bob Pink,Black Fangs,Purple,Arched,Tshirt,Mushrooms,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/6666,https://magiceden.io/item-details/4dbnz1veUR2MS5V8rygwtYtYmSNVgb4611uouz4qVWtJ
6701,1.1,4862,4929,4963.5,Purple,Black,Ponytail White,Black Fangs,Teal,Small,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/6701,https://magiceden.io/item-details/GNQK64yQkGUEFpk5u2nxSM2AdThS9A6pgnmK9Zb7zi4C
6726,1,866,2045,957.5,Teal Flat,Black,Bob Black,Pink Fangs,Purple,Scar,Bandages,Horns,,,https://gloom-rarity-page.vercel.app/punk/6726,https://magiceden.io/item-details/AcoSJgkjDH4vPPkFG7q4HDtaxQp7a6dnaJszyrCB5x37
6729,8.8,5244,5289,6115.5,Green,White,Ponytail Teal,Black,Purple,Thin,Tshirt,,Facemask,,https://gloom-rarity-page.vercel.app/punk/6729,https://magiceden.io/item-details/GePZpgnATtPpD95hmS64RdQfZ2X1VqvkxNUxEipJ8z9T
6735,3.5,132,6,473.5,Smoke,Black,Bald,Pink,Teal,Arched,Turtleneck,Horns,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/6735,https://magiceden.io/item-details/CTiWFA8mkWNZKw9U6KWkTCNsEstrYjqNNmcwCX2ica2c
6749,0.35,8136,4706,8162.5,Blue,White,Ponytail Brown,Pink,Teal,Arched,Tshirt,Clouds,,,https://gloom-rarity-page.vercel.app/punk/6749,https://magiceden.io/item-details/2BYoNr9K3a1DXBunemHmCZ7yAwJnKw9kC76eunwMA6C6
6917,0.09,5205,5199,5205.5,Blue,Black,Ponytail Brown,Pink,White,Thin,Tshirt,Horns,,,https://gloom-rarity-page.vercel.app/punk/6917,https://magiceden.io/item-details/4pALDmWyYJUvdxdXGAKUTZUfV6PEHZcqB3WipwcKmehb
6971,0.55,5712,1073,5758.5,Beige,White,Ponytail White,Pink,Teal,Thin,Tshirt,Halo,,,https://gloom-rarity-page.vercel.app/punk/6971,https://magiceden.io/item-details/FkPsBdVCcNvPMPzNEEwp8BvvWW795aSiGLFeTTB64Cix
6972,5,3756,3438,4247.5,Blue,Black,Ponytail Black,Pink Fangs,Purple,Thin,Tshirt,Clouds,,,https://gloom-rarity-page.vercel.app/punk/6972,https://magiceden.io/item-details/669w7j3tHVw4noAB1MDksY2SA5qfc4PCYZCkf3FXCjqp
6988,0.3,4147,6303,4168.5,Teal,White,Ponytail Brown,Black,Blue,Thin,Turtleneck,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/6988,https://magiceden.io/item-details/4Uioeeh8xsucxmNfz28NqFTGvE9oB8fiztfPSqWhauGT
6991,3,1789,3171,2080.5,Teal,Black,Ponytail White,Pink Fangs,White,Arched,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/6991,https://magiceden.io/item-details/6VNkjrsgqZ13QB1eMAYaT3mZsHcVoys6WSrrY4oaJfpL
7017,7.9,8912,8371,9693.5,Solana2,White,Bob Brown,Pink,Blue,Thin,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/7017,https://magiceden.io/item-details/H7ct5Q8GEp2xhBeqNQWd6uFrs5TJX7a29q4JAugAjrE
7026,0.1,7825,8475,7826.5,Beige,Black,Bob Black,Pink,Blue,Scar,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/7026,https://magiceden.io/item-details/QQVYVoWDzTGBPUkTXumTxxxz97mSsH753aVEbpFcBnG
7029,1.5,7818,8572,7959.5,Beige,Cyborg,Bob Brown,Pink,Blue,Small,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/7029,https://magiceden.io/item-details/Cb2Nikxz6mT5FH3WWaLWHyxEM2Yf2T6pWNjDz6gxZkiJ
7039,11.7,1530,1863,2691.5,Yellow,Cyborg,Bob Black,Pink,Teal,Thin,Turtleneck,Scribbles,Facemask,,https://gloom-rarity-page.vercel.app/punk/7039,https://magiceden.io/item-details/HHxECAnqKXwBEZAHGFpyfwiArU8LnSfnEmV7reC95aCX
7055,8.069,4145,4794,4943.4,Beige,White,Bob Pink,Pink,Blue,Thin,Turtleneck,Top Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/7055,https://magiceden.io/item-details/GTGKoE8uMQCXCmwrV1SFU6a63HY2dVjirgAMuHNgm3ET
7080,1,1594,2459,1685.5,Purple Flat,Black,Bob Black,Pink,Teal,Small,Bandages,Top Hat,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/7080,https://magiceden.io/item-details/8FraieWdjxWCnkkSXyfKUVzifGQChAd5vF9HwcqLiRLP
7095,4.9,2788,3749,3269.5,Beige,Cyborg,Ponytail Black,Pink,Purple,Worry,Tshirt,,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/7095,https://magiceden.io/item-details/Cbkxjt8u1R3aM6wn3N9z9YmketBY36EJaQ6X68AgLxNX
7134,100,8415,6181,18406.5,Solana2,White,Bob Pink,Pink,Blue,Small,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/7134,https://magiceden.io/item-details/5TjhkhLML3WHVwwVVHfkjywxPfXCTi42fCxew4SnmJvQ
7160,0.1,7444,7460,7445.5,Beige,White,Bob Brown,Pink,Teal,Worry,Tshirt,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/7160,https://magiceden.io/item-details/2Y75qRvaee67b7c9QuQQfKm8mcXAS18DhZLXZsJUxN7o
7218,0.2,6400,6676,6411.5,Teal,Black,Bob Black,Black,Teal,Thin,Tshirt,Horns,,,https://gloom-rarity-page.vercel.app/punk/7218,https://magiceden.io/item-details/3D5SEWhX3N2es4Kukiam1mMspGAa5BHT1cjSuAZTcZix
7226,0.25,2883,3736,2899.5,Teal,Black,Ponytail White,Pink,White,Small,Turtleneck,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/7226,https://magiceden.io/item-details/7WE34Rm8azHWNBFVbaSVKrcHWJQxXaAx9VrMYkCbC2vj
7241,1.4,6178,4645,6309.5,Teal Flat,White,Ponytail Brown,Pink,Teal,Small,Bandages,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/7241,https://magiceden.io/item-details/7zsK5b63Lq6sGHk21JUmnKUnSqTBdSPPEoosus9PkceF
7249,2,9411,9476,9602.5,Blue,White,Ponytail Brown,Pink Fangs,Blue,Thin,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/7249,https://magiceden.io/item-details/6NWSbZp6d5Z6UDCPPeJbbK88km7M9PmxSvRB7wbj3arg
7262,1.85,5974,4421,6150.5,Teal Flat,White,Ponytail White,Black,Blue,Scar,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/7262,https://magiceden.io/item-details/Ax3kUA6pLx78CivB25byAwcNEBGVyToYibCMuQRbWgPa
7265,0.4,3282,2137,3313.5,Grey,White,Bob Black,Pink,Teal,Small,Turtleneck,Horns,Gasmask Pink,,https://gloom-rarity-page.vercel.app/punk/7265,https://magiceden.io/item-details/B9Qti69QB5QT6RZeHUbzUXoyRjECNsrQtR5P5tMYuGAM
7344,0.1,7201,7725,7202.5,Pastel,White,Ponytail Black,Black,Blue,Small,Turtleneck,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/7344,https://magiceden.io/item-details/5Ex4LLbZcLtgUNNwL38Q4YuLiptrKSozCa4sqsgNX8GZ
7368,151,8238,7935,23329.5,Purple,White,Ponytail Brown,Black,Teal,Arched,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/7368,https://magiceden.io/item-details/E99HULNvt74z4yZNy1pMZfDB9f5VMYnNbAHLJPvadCtN
7474,6,425,1258,1016.5,Green,White,Bob Black,Pink,Purple,Worry,Turtleneck,Mushrooms,Gasmask Gunmetal,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/7474,https://magiceden.io/item-details/C8422wdRNTqov7ftnpg7soH7odvAyB2DpL7NzwxAmUF4
7476,0.2,5097,3139,5108.5,Green,White,Bob Black,Pink,Teal,Small,Tshirt,Helix Hat,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/7476,https://magiceden.io/item-details/5zHiEYUW5vLGyMr5HzLASS1AZQAbCiN5wkdD35JHRH6x
7500,10,4734,4216,5725.5,Teal Flat,Black,Ponytail Black,Pink,Purple,Small,Tshirt,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/7500,https://magiceden.io/item-details/GkNuckVrzfWG2wmsDGmWu24GqYaDD7tgjiRRKGPdLnpk
7579,7.7,253,135,1014.5,Blue,Black,Bob Black,Black Fangs,Blue,Thin,Tshirt,Halo,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/7579,https://magiceden.io/item-details/6mE3Yh9jyV3a9dxHuD5xy84eZUmmky91CFiQfD2XaKLu
7582,1,6851,7858,6942.5,Grey,Black,Bob Black,Black,Teal,Small,Tshirt,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/7582,https://magiceden.io/item-details/8ikrGiPi2empzeamrzKRwd8xEvX93Vo2mCbAcu4feW5K
7603,10.3,1063,768,2084.5,Beige,White,Bob Brown,Pink,Black,Small,Tank Top,Scribbles,Facemask,,https://gloom-rarity-page.vercel.app/punk/7603,https://magiceden.io/item-details/8ezVvaYnvbXYiL3rug2L1viQGr3czKCWWVbRMs5SeWv1
